#project_accession: PXD014414
#project_title: Quantitative proteomic landscape of metaplastic breast carcinoma pathological subtypes and their relationship to triple-negative tumors
#project_description: Metaplastic breast carcinoma (MBC) is the most aggressive form of triple-negative cancer (TNBC), defined by the presence of “metaplastic” components of spindle, squamous, or sarcomatoid histology. The protein profiles underpinning the pathological subtypes and metastatic behavior of MBC are unknown. Using multiplex quantitative tandem mass tag-based proteomics we quantified 5,798 proteins in MBC, TNBC, and normal breast from 27 patients. MBC showed increased epithelial-to-mesenchymal transition and extracellular matrix, and reduced metabolic pathways compared to TNBC. MBC subtypes exhibited distinct upregulated profiles; translation and ribosomal events in spindle, inflammation and apical junctions in squamous, and extracellular matrix in sarcomatoid. Comparison of the proteomes of spindle MBC with MMTV-cre;Ccn6fl/fl spindle MBC tumors revealed a shared spindle-specific signature of 17 upregulated proteins involved in translation (e.g. RPL4,6,18, P3H1, PYCR1) and 19 downregulated proteins with roles in cell metabolism (e.g. ADH1B, ADH1C, LIPE, SOD1, FABP4). These data identify subtype specific MBC protein profiles providing biomarkers and therapeutic targets.
#quantms_version: 1.1.1
#factor_value: disease
#contrast: Normal
#contrast: Triple-negative breast cancer
#contrast: metaplastic breast carcinomas
#fdr_threshold: 0.05
#INFO=<ID=protein, Number=inf, Type=String, Description="Protein Accession">
#INFO=<ID=label,Number=1, Type=String, Description="Label for the Conditions combination">
#INFO=<ID=log2fc, Number=1, Type=Double, Description="Log2 Fold Change">
#INFO=<ID=se, Number=1, Type=Double, Description="Standard error of the log2 fold change">
#INFO=<ID=df, Number=1, Type=Integer, Description="Degree of freedom of the Student test"> 
#INFO=<ID=pvalue, Number=1, Type=Double, Description="Raw p-values">
#INFO=<ID=adj.pvalue, Number=1, Type=Double, Description="P-values adjusted among all the proteins in the specific comparison using the approach by Benjamini and Hochberg">
#INFO=<ID=issue, Number=1, Type=String, Description="Issue column shows if there is any issue for inference in corresponding protein and comparison">
protein	label	log2fc	se	df	pvalue	adj.pvalue	issue
sp|A0A075B6H7|KV37_HUMAN	metaplastic breast carcinomas-Normal	-1.5865813550195	0.82751471306731	6.0	0.103655633161859	0.261023730780318	nan
sp|A0A075B6H7|KV37_HUMAN	metaplastic breast carcinomas-Triple-negative breast cancer	0.494369221943191	0.82751471306731	6.0	0.572071683722606	0.935631258424823	nan
sp|A0A075B6H7|KV37_HUMAN	Normal-Triple-negative breast cancer	2.08095057696269	0.98906925970319	6.0	0.0800395846282146	0.210464269316822	nan
sp|A0A075B6H9|LV469_HUMAN	metaplastic breast carcinomas-Normal	-1.61600350171357	0.56188781611957	24.0000000002138	0.0083151731442427	0.0602818106368712	nan
sp|A0A075B6H9|LV469_HUMAN	metaplastic breast carcinomas-Triple-negative breast cancer	0.797075745457031	0.56188781611957	24.000000000255	0.16888123994731	0.843662073010871	nan
sp|A0A075B6H9|LV469_HUMAN	Normal-Triple-negative breast cancer	2.4130792471706	0.671584393062533	24.0000000002304	0.0014624363666251	0.0273097667565284	nan
sp|A0A075B6I0|LV861_HUMAN	metaplastic breast carcinomas-Normal	-1.42566719813009	0.539961673949039	23.9999999991906	0.0143327729222131	0.0795361221927149	nan
sp|A0A075B6I0|LV861_HUMAN	metaplastic breast carcinomas-Triple-negative breast cancer	0.483526241875119	0.539961673949039	23.9999999992325	0.379423079546069	0.885234295852111	nan
sp|A0A075B6I0|LV861_HUMAN	Normal-Triple-negative breast cancer	1.9091934400052	0.645377640647982	23.9999999992246	0.0068512831570811	0.0524989501286484	nan
sp|A0A075B6I9|LV746_HUMAN;sp|P04211|LV743_HUMAN	metaplastic breast carcinomas-Normal	-1.3416455951921	0.461072653929819	23.9999999993727	0.0076804567510574	0.0584206824725739	nan
sp|A0A075B6I9|LV746_HUMAN;sp|P04211|LV743_HUMAN	metaplastic breast carcinomas-Triple-negative breast cancer	0.746836665238472	0.461072653929819	23.9999999993736	0.118346544611594	0.823891816737944	nan
